Filename	Prep_Mandarin	Prep_original	Mandarin	Original	Engilsh_Parse	Original_Parse
./CHILDES_Mandarin/ZhouDinner/upper/10.cha	gei3=for	给	for you mend	给 你 补 呀	for you mend	给 你 补
./CHILDES_Mandarin/ZhouDinner/upper/10.cha	dang1=when	当	you when this all is wild	你 当 这 个 都 是 野生 的 啊	you when this all wild	你 当 这 个 是 野生 的 啊
./CHILDES_Mandarin/ZhouDinner/upper/10.cha	gei3=for	给	go_away call father for you fill a_bit	走 叫 爸爸 给 你 盛 一点	for you fill	给 你 盛
./CHILDES_Mandarin/ZhouDinner/upper/10.cha	zai4=at	在	you self also at eat	你 自己 也 在 吃	at eat	在 吃
./CHILDES_Mandarin/ZhouDinner/upper/10.cha	gei3=for	给	you eat not finish speech for dot father very not should waste food ha	你 吃 不 完 的 话 给 点 爸爸 好 了 不 要 浪费 粮食 哈	dot father very not should waste food ha	给 点 爸爸 好 了 不 要 浪费
./CHILDES_Mandarin/ZhouDinner/upper/10.cha	gei3=for	给	eat not finish just for he a_bit	吃 不 完 就 给 他 一点	finish just for he a_bit	完 就 给 他 一点
./CHILDES_Mandarin/ZhouDinner/upper/10.cha	bi3=compared_with	比	compared_with you school inside oven_broil delicious	比 你 学校 里 烧 的 好吃 吧	compared_with oven_broil delicious	比 烧 的 好吃 吧
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	fathers_mother again for you fill dumplings good	奶奶 再 给 你 盛 点 燕饺 好 吗	again for you fill	再 给 你 盛
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	that that not get onion at inside wah	那 那 没 得 葱 在 里面 哇	onion at inside wah	葱 在 里面 哇
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	put at bowl very scald chant	放 在 锅子 好 烫 哦	put at bowl	放 在 锅子
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	fathers_mother again for you charge dot broth at inside otherwise	奶奶 再 给 你 冲 点 汤汤 在 里面 要不 啦	fathers_mother again for you broth at otherwise	奶奶 再 给 你 汤汤 在 要不 啦
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	fathers_mother again for you charge dot broth at inside otherwise	奶奶 再 给 你 冲 点 汤汤 在 里面 要不 啦	for at inside	给 在 里面
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	I just for you squeeze excessively just_as inferior	我 就 给 你 夹 过 一 次	for you squeeze	给 你 夹
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	raise at where	养 在 哪里 啊	raise at where	养 在 哪里
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	dui4=toward	对	chant I doorway toward fell community doorway correct	哦 我们 门口 对 伐 小区 门口 对 吧	toward fell	对 伐
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	deliver for you eat	送 给 你 吃 的	deliver for eat	送 给 吃
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	mother again for you squeeze one food suggestion chinese_yam should	妈妈 再 给 你 夹 一 口 菜 好吧 山药 要 吗	again for you squeeze	再 给 你 夹
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	for she squeeze chinese_yam chinese_yam flatly all not eat	给 她 夹 个 山药 山药 一口 都 不 吃	for she squeeze	给 她 夹
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	bei4=by	被	you again not eat by I eat light	你 再 不 吃 被 我 吃 光	eat by I	吃 被 我
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	again for you just_as food good	再 给 你 一 棵 菜 好 吧	again for you food	再 给 你 棵 好 吧
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	oh for she squeeze light for I leave a_bit eat	哦哟 给 她 夹 光 了 给 我 剩 一点 吃	for she light for a_bit	给 她 光 了 剩
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	oh for she squeeze light for I leave a_bit eat	哦哟 给 她 夹 光 了 给 我 剩 一点 吃	I leave a_bit	给 我 剩
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	for she squeeze drop	给 她 夹 掉 吧	for she squeeze	给 她 夹
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	shout fathers_mother for you	呐 奶奶 给 你 啦	fathers_mother for you	奶奶 给 你 啦
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	flat at here	平板 在 这里 呀	flat at here	平板 在 这里
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gen1=with	跟	that I sit a_little_while still not time still not still not that tie_something_tight still not arrive you with mother	那 我们 坐 一会 聊聊天 还 没 时间 还 没 还 没 那个 勒 还 没 到 咧 你 跟 妈妈 聊聊天 吧		跟 妈妈 聊聊天
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gei3=for	给	look not go_out should wait go_down just look go_out good mother for you look	看 不 出 的 要 等 下 才 看 得 出 好 了 妈妈 给 你 看		给 你 看
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	sit for_a_while at here sit five	坐 一会儿 在 这里 坐 五 分钟	at here sit	在 这里 坐
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	you today at school have what amusing pull	你 今天 在 学校 有 什么 好玩 的 拉	at school have	在 学校 有
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	zai4=at	在	you sit at here	佳佳 你 坐 在 这里	at here	坐 在 这里
./CHILDES_Mandarin/ZhouDinner/upper/45.cha	gen1=with	跟	good with I say good_bye	好 了 跟 我 说 再见	I say good_bye	跟 我 说
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	you hand put at here just three person together record	你 手 放 在 这儿 就 三 个 人 一起 录 了	put at here	放 在 这儿
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	that you imagine it how_come should hold these thing put at together	那 你 觉得 它 为什么 要 把 这些 东西 放 在 一起 呢	put at together	放 在 一起
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	father now at video_camera behind is	爸爸 现在 在 摄像机 后边 是 吧	now at video_camera behind is	现在 在 摄像机 后边 是
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	wei4=for	为	that for what childhood mother and photograph far_more look not arrive father father at where	那 为 啥 小时候 妈妈 和 豆豆 的 照片 多 啊 看 不 到 爸爸 爸爸 在 哪里	that for childhood look arrive father	那 为 小时候 照片 啊 看
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	that for what childhood mother and photograph far_more look not arrive father father at where	那 为 啥 小时候 妈妈 和 豆豆 的 照片 多 啊 看 不 到 爸爸 爸爸 在 哪里		爸爸 在 哪里
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	gen1=with	跟	that_is photograph inside only you with mother photograph inside not have father father at where	就是 照片 里 只有 你 跟 妈妈 照片 里 没 有 爸爸 爸爸 在 哪里	with mother have	跟 妈妈 有
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	that_is photograph inside only you with mother photograph inside not have father father at where	就是 照片 里 只有 你 跟 妈妈 照片 里 没 有 爸爸 爸爸 在 哪里	father at where	爸爸 在 哪里
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	gei3=for	给	I for you clap a_little_while	我 给 你们 拍 一会 吧	for you clap	给 你们 拍
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	fault continuously at speak	不是 一直 在 说话 嘛	at speak	在 说话
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	gen1=with	跟	I still num one activity eat food time with beat	我 还 第 一 次 吃 饭 的 时候 跟 拍 呢	food beat	饭 跟 拍 呢
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	I here currently clap continuously at beat	我 这里 在 拍 一直 在 拍	clap continuously at beat	拍 一直 在 拍
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	gen1=with	跟	with at home is same same	跟 在 家里 是 一样 一样 的	with at	跟 在
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	with at home is same same	跟 在 家里 是 一样 一样 的	with at home is same	跟 在 家里 是 一样
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	cong2=from	从	you from center try a_bit	你 从 中间 试 一下	from center try	从 中间 试
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	hold paper wipe agreement at paper above brush_wipe_off a_bit	拿 纸 擦一擦 呗 在 纸 上 抹 一下	at brush_wipe_off	在 抹
./CHILDES_Mandarin/ZhouDinner/upper/19.cha	zai4=at	在	squeeze at where	挤 在 哪里 啊	squeeze at where	挤 在 哪里
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	zai4=at	在	I continuously at beat I tell you	我 一直 在 拍 王思达 我 告诉 你	at beat	在 拍
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	zai4=at	在	I continuously at beat	我 一直 在 拍	I continuously at beat	我 一直 在 拍
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	gei3=for	给	for you peel a_bit eat	给 你 剥 点 吃 吧	for peel eat	给 剥 吃
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	zai4=at	在	teacher just is allow you at family inside earlier prepare_lessons_before_class a_bit	老师 就 是 让 你 在 家 里 先 预习 一下	at family prepare_lessons_before_class	在 家 预习
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	an4=according_to	按	chant not according_to very some that just not according_to	哦 不 按 好 一些 那 就 不 按 了	chant not according_to some	哦 不 按 一些
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	an4=according_to	按	chant not according_to very some that just not according_to	哦 不 按 好 一些 那 就 不 按 了	not according_to	不 按 了
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	zai4=at	在	I look teacher that paste at wall above that it that back above blanket that_is that_kind_of drop	我 看 老师 的 那个 贴 在 墙 上 那 副 它 的 那个 背 上 的 毯子 就是 那样 垂 着 的 啊	wall	在 垂
./CHILDES_Mandarin/ZhouDinner/upper/02.cha	zai4=at	在	moreover just_as half at elephant reverse_side understand	另外 一 半 在 象 背面 懂 吗	at elephant reverse_side	在 象 背面
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	gei3=for	给	kindness come_on scoop_up broth for you chinese_yam	恩 来 舀 点 汤 给 你 山药 了 啊	scoop_up you chinese_yam	舀 给 你
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	zai4=at	在	come_on father also eat food just put at that_place	来 老爸 也 吃 饭 了 就 放 在 那里 了	at that_place	放 在 那里 了
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	zai4=at	在	I say hold small container put at side no_matter know	我 说 了 拿 个 小 匙 放 在 旁边 没关系 的 知道 吧	small no_matter know	拿 在 旁边
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	zai4=at	在	at where	在 哪里 啊	at where	在 哪里 啊
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	gei3=for	给	I make fish_soup for you eat okay	我 弄 点 鱼汤 给 你 吃 好不好	you eat okay	给 你 吃
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	gei3=for	给	I still is decision again for you eat a_bit fish	我 还 是 决定 再 给 你 吃 一点 鱼	for you eat	给 你 吃
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	zai4=at	在	you self clip ha bowl at you in_front	你 自己 夹 哈 碗 在 你 前边	bowl at in_front	碗 在 前边
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	gen1=with	跟	with you speak very far_more inferior	跟 你 讲 过 好 多 次 了	with you speak	跟 你 讲
./CHILDES_Mandarin/ZhouDinner/upper/62.cha	gei3=for	给	hurrily eat food eat finish food for I appreciate a_bit	快点 吃 饭 吃 完 饭 给 我 欣赏 一下	for I appreciate	给 我 欣赏
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	fathers_mother for you oven_broil tofu clothing meat pill broth	奶奶 给 你 烧 了 个 豆腐 衣 肉 丸 汤	for you oven_broil	给 你 烧
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	today you teacher clap photograph for I you know	今天 你们 老师 拍 了 张 照片 给 我 你 知道 吗	you	给 知道
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	wait activity for you look	等 下 给 你 看 哦	for you look	给 你 看
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	zai4=at	在	because mother at beat videotape tomorrow should for teacher teacher should for you put come_forward	因为 妈妈 在 拍 录像 呀 明天 要 给 老师 的 呀 老师 要 给 你 放 出来 的	at videotape	在 录像
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	because mother at beat videotape tomorrow should for teacher teacher should for you put come_forward	因为 妈妈 在 拍 录像 呀 明天 要 给 老师 的 呀 老师 要 给 你 放 出来 的	mother should for teacher teacher should for you	妈妈 明天 要 给 老师 的 呀 老师
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	because mother at beat videotape tomorrow should for teacher teacher should for you put come_forward	因为 妈妈 在 拍 录像 呀 明天 要 给 老师 的 呀 老师 要 给 你 放 出来 的	come_forward	给 放 出来
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	especially for you oven_broil this broth	特地 给 你 烧 的 这 个 汤	for you oven_broil	给 你 烧
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	long_ago know yesterday not for you oven_broil for you oven_broil meat make_success master tofu clothing broth	早 知道 昨天 不 给 你 烧 了 给 你 烧 个 肉 圆 子 豆腐 衣 汤	know for you	知道 给 你
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	long_ago know yesterday not for you oven_broil for you oven_broil meat make_success master tofu clothing broth	早 知道 昨天 不 给 你 烧 了 给 你 烧 个 肉 圆 子 豆腐 衣 汤	you oven_broil meat	给 你 烧
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	she should show for little_child look	她 要 表现 给 小朋友 看	for little_child look	给 小朋友 看
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	zai4=at	在	you at kindergarten also is like_this eat food	你 在 幼儿园 也 是 这么 吃 饭 的 啊	at kindergarten	在 幼儿园
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	zai4=at	在	fathers_mother help you fall at bowl inside good	奶奶 帮 你 倒 在 碗 里 好 吗	fall at bowl inside	倒 在 碗 里
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	zai4=at	在	hey at eat beef silk	喏 在 吃 点 牛肉 丝	at eat	在 吃
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	fathers_mother especially for you oven_broil this broth	奶奶 特地 给 你 烧 这 个 汤	especially for you oven_broil	特地 给 你 烧
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	zai4=at	在	I now at eat dumplings dumplings	我 现在 在 吃 饺子 馄饨	at eat	在 吃
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gen1=with	跟	earlier lecture earlier lecture earlier lecture again put mouth inside with teacher speak	先 讲话 先 讲话 先 讲话 再 放 嘴巴 里 跟 老师 说话 呀	with teacher speak	跟 老师 说话
./CHILDES_Mandarin/ZhouDinner/upper/38.cha	gei3=for	给	for mother a_bit	给 妈妈 一点	for mother a_bit	给 妈妈 一点
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	zai4=at	在	at videotape ugh	在 录像 哎	at videotape ugh	在 录像 哎
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	zai4=at	在	hold bowl put at Taiwan go_up hand catch inhabit bowl so just not_bad	把 碗 放 在 台子 上 手 抓 住 碗 这样 就 可以 了	put at Taiwan	放 在 台子
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	for you this eat	给 你 这 个 吃	for	给 吃
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	grandfather fault for you eat pass	爷爷 不是 给 你 吃 过 了 吗	for you eat	给 你 吃
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	come_on for you this	来 给 你 这 个	come_on for you	来 给 你 个
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	I go for you hot a_bit	我 去 给 你 热 一下	I for hot	我 给 热
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	I go hold spoon for you	我 去 拿 调羹 给 你	hold for you	拿 给 你
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	teacher say should draw universe painting I for you net above already find that pictorial_matter hold for you look look	老师 说 要 画 宇宙 的 画 我 给 你 网 上 已经 找到 那个 图片 了 拿 给 你 看 看	you that	给 找到
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	teacher say should draw universe painting I for you net above already find that pictorial_matter hold for you look look	老师 说 要 画 宇宙 的 画 我 给 你 网 上 已经 找到 那个 图片 了 拿 给 你 看 看	that look	找到 给 看
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	you should draw for teacher look	你 要 画 给 老师 看看 啊	for teacher look	给 老师 看看
./CHILDES_Mandarin/ZhouDinner/upper/67.cha	gei3=for	给	I immediately hold snacks for you you certainly eat continue	我 马上 拿 个 零食 给 你 你 肯定 吃 的 下去	hold you continue	拿 给 吃 的 下去
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	gei3=for	给	you not_bad clip flatly chinese_cabbage for I not_bad	你 可以 夹 一口 青菜 给 我 吗 可以 吗	chinese_cabbage for I not_bad	青菜 给 我 吗 可以 吗
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	gei3=for	给	dramatise flatly chinese_cabbage for I good	加 一口 青菜 给 我 好 吗	dramatise for good	加 给 好
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	gei3=for	给	good dramatise flatly chinese_cabbage for I	好 啊 加 一口 青菜 给 我	flatly I	加 给 我
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	gei3=for	给	dramatise flatly chinese_cabbage for I this for I	加 一口 青菜 给 我 这 个 给 我	chinese_cabbage for I for I	青菜 给 我 个 给 我
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	gei3=for	给	dramatise flatly chinese_cabbage for I this for I	加 一口 青菜 给 我 这 个 给 我	for I	给 给
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	dao4=up_until	到	leave how_many time how_many dot up_until several a_bit	出去 多少 时间 几 点 到 几 点	dot up_until a_bit	点 到 点
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	bei4=by	被	you so clap come_down by you Xv teacher completely observe	你 这样 拍 下来 被 你们 徐 老师 全 看到	by you observe	被 你们 看到
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	bei4=by	被	eat food what appearance by you teacher completely observe	吃 饭 什么 样子 被 你们 老师 全 看到	by observe	被 看到
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	zai4=at	在	this idea good put at cup inside	这 个 主意 好 放 在 杯子 里 了	at cup inside	放 在 杯子 里 了
./CHILDES_Mandarin/ZhouDinner/upper/37.cha	gen1=with	跟	with he say	跟 他 说 啊	with he say	跟 他 说
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	beware not should drop at outside	小心 不 要 掉 在 外边 了 啊	beware at outside	小心 在 外边
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	fathers_mother also sit at together eat supper	奶奶 也 坐 在 一起 吃 晚饭	sit at together	坐 在 一起
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	everyone all sit at together eat all sit at together eat	大家 都 坐 在 一起 吃 啊 都 坐 在 一起 吃	at together eat	在 一起 吃
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	everyone all sit at together eat all sit at together eat	大家 都 坐 在 一起 吃 啊 都 坐 在 一起 吃	together eat	在 一起 吃
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	today grandfather also at family right	今天 爷爷 也 在 家 啊 是不是	grandfather also at family right	爷爷 也 在 家 啊
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	gen1=with	跟	have not have with Wu teacher say that Christmas old_person for you deliver thing	有 没 有 跟 吴 老师 说 那个 圣诞 老人 给 你 送 东西 了	with say	跟 说
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	gei3=for	给	have not have with Wu teacher say that Christmas old_person for you deliver thing	有 没 有 跟 吴 老师 说 那个 圣诞 老人 给 你 送 东西 了	old_person for you thing	老人 给 你 东西 了
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	self go hold bowl put at side	自己 去 拿 碗 放 在 旁边	hold at side	拿 在 旁边
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	cong2=from	从	hold spoon from disinfection_cabinet inside hold spoon	拿 个 调羹 从 消毒柜 里 拿 个 调羹	disinfection_cabinet spoon	从 拿
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	at here	在 这里 啊	at here	在 这里 啊
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	today I family all at family	今天 我们 一家人 都 在 家	family all at family	一家人 都 在 家
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	gei3=for	给	evening mother still_more for you buy clothes bring pearl	晚上 妈妈 还要 给 你 买 衣服 带 珠子 的	still_more for you buy	还要 给 你 买
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	zai4=at	在	put at mouth inside will jump	放 在 嘴巴 里 会 跳 吗	at mouth jump	在 嘴巴 跳
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	gei3=for	给	who for you buy eat	谁 给 你 买 吃 过 啊	for buy eat	给 买 吃
./CHILDES_Mandarin/ZhouDinner/upper/54.cha	gei3=for	给	father for you go hold only bowl	爸爸 给 你 去 拿 只 碗	for you hold	给 你 拿
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	dao4=up_until	到	hurrily I count up_until three one two three number good	快点 我 数 到 三 一 二 三 数 好	count up_until three	数 到 三
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	eat food finally one teacher just not for label	吃 饭 最后 一 名 的 老师 就 不 给 贴纸 的	label	不 给 贴纸 的
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	not be_all_right you self eat eat finish I for you clap	不 行 的 你 自己 吃 吃 完 了 我 给 你 拍	clap	给 你 拍
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	eat finish I for you beat	吃 完 了 我 给 你 拍 呀	I for you	了 我 给 拍
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	zai4=at	在	all at look you eat food not eat food you look	都 在 看 你 吃 饭 不 吃 饭 你 看	at look eat	在 看 吃
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	little_child display not good just should day day clap thereupon befriend for teacher	小朋友 表现 不 好 就 要 天 天 拍 然后 交 给 老师	befriend for teacher	交 给 老师
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	you these food eat finish tomorrow mother not for teacher	你 这些 饭饭 吃 完 么 明天 妈妈 不 给 老师 了	for teacher	不 给 老师 了
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	I wait for you Christmas gift hurrily	我 等等 给 你 圣诞节 礼物 快点	wait for you gift hurrily	等等 给 你 礼物 快点
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	you two food eat finish I just object_marker gift for you	你 两 口 饭 吃 完 我 就 把 礼物 给 你	finish you	吃 给 你
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	uncle buy for you that_is mother unit one wear glasses uncle	叔叔 买 给 你 的 呀 就是 妈妈 单位 一 个 戴 眼镜 的 叔叔	buy for	买 给
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gen1=with	跟	you today with I say look school inside teacher teach what	你 今天 跟 我 说说 看 学校 里 老师 教 了 什么	with say look	跟 说说 看
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	that above activity study what skill say for I listen look	那 上 次 学 了 什么 本领 啊 说 给 我 听听 看	listen	给 听听 看
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	zai4=at	在	parking_lot kindness vehicle stop at that_place	车场 啊 恩 车子 停 在 那里 的	at that_place	停 在 那里
./CHILDES_Mandarin/ZhouDinner/upper/29.cha	gei3=for	给	kindness I wait for you wash very not good	恩 我 等等 给 你 洗 好 不 好	for you wash	给 你 洗
./CHILDES_Mandarin/ZhouDinner/upper/18.cha	zai4=at	在	today mother not at just I two eat ha	今天 妈妈 不 在 就 我们 两 个 吃 哈	at just ha	在 就 吃
./CHILDES_Mandarin/ZhouDinner/upper/18.cha	zai4=at	在	mother not at I two person look_after very self	妈妈 不 在 我们 两 个 人 啊 照顾 好 自己	not at I two look_after very self	不 在 我们 两 人 啊 照顾
./CHILDES_Mandarin/ZhouDinner/upper/18.cha	gei3=for	给	very great one meat for you ha	好 大 的 一 块 肉 给 你 哈	ha	给 你 哈
./CHILDES_Mandarin/ZhouDinner/upper/18.cha	zai4=at	在	you today at kindergarten inside eat what	你 今天 在 幼儿园 里 吃 的 什么	at kindergarten inside eat	在 幼儿园 里 吃
./CHILDES_Mandarin/ZhouDinner/upper/18.cha	gei3=for	给	ha thank pigeon you for I	哈哈 感谢 鸽子 你 给 我们 +/	for I	给 我们
./CHILDES_Mandarin/ZhouDinner/upper/18.cha	gei3=for	给	thank_you you hold for I oven_broil food	谢谢 你 拿 给 我们 烧 菜	hold for I food	拿 给 我们 菜
./CHILDES_Mandarin/ZhouDinner/upper/18.cha	gei3=for	给	I for you that container great	我 给 你 的 那个 碗 大	I for great	我 给 碗
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	this not can put at above	这 不 能 放 在 上面	put at above	放 在 上面
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	allow bear sit at above	让 熊 坐 在 上面	sit at above	坐 在 上面
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	you allow bear at above	你 让 熊 在 上面 呀	allow at above	让 在 上面
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	allow bear sit at above how work	让 熊 坐 在 上面 怎么 搞 呀	at above how work	在 上面 怎么 搞
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	just allow bear sit at above	就 让 熊 坐 在 上面 呀	allow at above	让 在 上面
./CHILDES_Mandarin/Zhou1/cs32i.cha	gen1=with	跟	with it play	跟 它 玩	with it play	跟 它 玩
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	allow bear sit at side look I put_up toy_building_bricks	让 熊 坐 在 旁边 看 我们 搭 积木	at side look	在 旁边 看
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	allow bear sit at side	让 熊 坐 在 旁边	sit at side	坐 在 旁边
./CHILDES_Mandarin/Zhou1/cs32i.cha	gen1=with	跟	he with you say	他 跟 你 说 的 呀	with you say	跟 你 说
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	you should at above draw what	你 要 在 上面 画 什么 呀	at above draw	在 上面 画
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	you should at above draw what	你 要 在 上面 画 什么 呀	at above draw	在 上面 画
./CHILDES_Mandarin/Zhou1/cs32i.cha	zai4=at	在	is so at above	是 这样 在 上面 的	is so at above	是 这样 在 上面
./CHILDES_Mandarin/Zhou1/ld26m.cha	gei3=for	给	you how for it lid like_this thick quilt	你 怎么 给 它 盖 这么 厚 被子 啊	for thick	给 厚
./CHILDES_Mandarin/Zhou1/ld26m.cha	gei3=for	给	so you not should for small in_vain avoid feed food	那 你 不 要 给 小 白 免 喂 饭 啊	for avoid feed	给 免 喂
